screen_name,figma_node_id,navigator_key,implementation_file,functional_status,data_source,persistence_status,test_status,figma_source_status,app_capture_status,overlay_status,pixel_diff_status,asset_status,visual_status,android_status,ios_status,notes
04-login-prompt-overlay-favorites-fr,309:653,favorites-auth-prompt,mayush-mobile/src/screens/auth/FavoritesAuthPromptOverlay.tsx,PASS,Auth Prompt Overlay,Local State,PASS,CAPTURED_393x852,PENDING,PENDING,PENDING,PASS,FRONTEND_COMPLETE_WEB_CHECKED,IMPLEMENTED_WEB_CHECKED_NATIVE_VALIDATION_PENDING,BLOCKED_BY_ENVIRONMENT,Step 4A favorites auth-gate overlay modal created.
04-forgot-password-enter-email-fr,309:626,forgot-password,mayush-mobile/src/screens/auth/ForgotPasswordScreen.tsx,PASS,Auth Recovery State,Local State,PASS,CAPTURED_393x852,PENDING,PENDING,PENDING,PASS,FRONTEND_COMPLETE_WEB_CHECKED,IMPLEMENTED_WEB_CHECKED_NATIVE_VALIDATION_PENDING,BLOCKED_BY_ENVIRONMENT,Step 4B forgot password enter email screen created and wired to RootNavigator.
04-email-verification-link-sent-fr,309:630,recovery-email-sent,mayush-mobile/src/screens/auth/EmailVerificationSentScreen.tsx,PASS,Auth Recovery State,Local State,PASS,CAPTURED_393x852,PENDING,PENDING,PENDING,PASS,FRONTEND_COMPLETE_WEB_CHECKED,IMPLEMENTED_WEB_CHECKED_NATIVE_VALIDATION_PENDING,BLOCKED_BY_ENVIRONMENT,Step 4B email verification link sent confirmation screen created.
04-otp-phone-verification-fr,309:634,otp-verification,mayush-mobile/src/screens/auth/PhoneOtpVerificationScreen.tsx,PASS,Auth OTP State,Local State,PASS,CAPTURED_393x852,PENDING,PENDING,PENDING,PASS,FRONTEND_COMPLETE_WEB_CHECKED,IMPLEMENTED_WEB_CHECKED_NATIVE_VALIDATION_PENDING,BLOCKED_BY_ENVIRONMENT,Step 4B phone OTP verification 6-digit screen created with auto-advance and resend timer.
04-otp-verification-error-incorrect-code-fr,309:638,otp-error,mayush-mobile/src/screens/auth/OtpErrorScreen.tsx,PASS,Auth OTP State,Local State,PASS,CAPTURED_393x852,PENDING,PENDING,PENDING,PASS,FRONTEND_COMPLETE_WEB_CHECKED,IMPLEMENTED_WEB_CHECKED_NATIVE_VALIDATION_PENDING,BLOCKED_BY_ENVIRONMENT,Step 4B OTP verification error screen created with retry action.
04-create-new-password-requirements-fr,309:639,create-new-password,mayush-mobile/src/screens/auth/CreateNewPasswordScreen.tsx,PASS,Auth Password State,Local State,PASS,CAPTURED_393x852,PENDING,PENDING,PENDING,PASS,FRONTEND_COMPLETE_WEB_CHECKED,IMPLEMENTED_WEB_CHECKED_NATIVE_VALIDATION_PENDING,BLOCKED_BY_ENVIRONMENT,Step 4B create new password screen created with password rules and match validation.
04-password-changed-success-fr,309:643,password-changed-success,mayush-mobile/src/screens/auth/PasswordChangedSuccessScreen.tsx,PASS,Auth Password State,Local State,PASS,CAPTURED_393x852,PENDING,PENDING,PENDING,PASS,FRONTEND_COMPLETE_WEB_CHECKED,IMPLEMENTED_WEB_CHECKED_NATIVE_VALIDATION_PENDING,BLOCKED_BY_ENVIRONMENT,Step 4B password changed success screen created.
08-account-dashboard-profile-menu-fr,309:747,account,mayush-mobile/src/screens/commerce/AccountScreen.tsx,PASS,Account Dashboard State,Local State,PASS,CAPTURED_393x852,PENDING,PENDING,PENDING,PASS,FRONTEND_COMPLETE_WEB_CHECKED,IMPLEMENTED_WEB_CHECKED_NATIVE_VALIDATION_PENDING,BLOCKED_BY_ENVIRONMENT,Step 5A authenticated account profile dashboard created with guest and authenticated states.
08-account-settings-menu-photo-fr,309:748,account-settings,mayush-mobile/src/screens/account/AccountSettingsScreen.tsx,PASS,Account Settings State,Local State,PASS,CAPTURED_393x852,PENDING,PENDING,PENDING,PASS,FRONTEND_COMPLETE_WEB_CHECKED,IMPLEMENTED_WEB_CHECKED_NATIVE_VALIDATION_PENDING,BLOCKED_BY_ENVIRONMENT,Step 5A account settings menu created with profile picture area.
08-my-information-personal-details-fr,309:749,my-information,mayush-mobile/src/screens/account/MyInformationScreen.tsx,PASS,Account Info State,Local State,PASS,CAPTURED_393x852,PENDING,PENDING,PENDING,PASS,FRONTEND_COMPLETE_WEB_CHECKED,IMPLEMENTED_WEB_CHECKED_NATIVE_VALIDATION_PENDING,BLOCKED_BY_ENVIRONMENT,Step 5A my information personal details view created with edit actions.
08-edit-profile-form-fr,309:750,edit-profile,mayush-mobile/src/screens/account/EditProfileScreen.tsx,PASS,Profile Edit State,Local State,PASS,CAPTURED_393x852,PENDING,PENDING,PENDING,PASS,FRONTEND_COMPLETE_WEB_CHECKED,IMPLEMENTED_WEB_CHECKED_NATIVE_VALIDATION_PENDING,BLOCKED_BY_ENVIRONMENT,Step 5A edit profile form created with +212 phone validation and local save.
08-complete-profile-progress-60-fr,309:751,my-information,mayush-mobile/src/screens/commerce/AccountScreen.tsx,PASS,Profile Progress Banner,Local State,PASS,CAPTURED_393x852,PENDING,PENDING,PENDING,PASS,FRONTEND_COMPLETE_WEB_CHECKED,IMPLEMENTED_WEB_CHECKED_NATIVE_VALIDATION_PENDING,BLOCKED_BY_ENVIRONMENT,Step 5A complete profile 60% progress banner integrated into AccountScreen dashboard.
08-change-email-form-fr,309:752,change-email,mayush-mobile/src/screens/account/ChangeEmailScreen.tsx,PASS,Email Change State,Local State,PASS,CAPTURED_393x852,PENDING,PENDING,PENDING,PASS,FRONTEND_COMPLETE_WEB_CHECKED,IMPLEMENTED_WEB_CHECKED_NATIVE_VALIDATION_PENDING,BLOCKED_BY_ENVIRONMENT,Step 5A change email form created with validation and state update.
08-change-password-form-fr,309:753,change-password,mayush-mobile/src/screens/account/ChangePasswordFormScreen.tsx,PASS,Password Change State,Local State,PASS,CAPTURED_393x852,PENDING,PENDING,PENDING,PASS,FRONTEND_COMPLETE_WEB_CHECKED,IMPLEMENTED_WEB_CHECKED_NATIVE_VALIDATION_PENDING,BLOCKED_BY_ENVIRONMENT,Step 5A change password form created with password strength & match rules.
08-change-phone-number-fr,309:754,change-phone,mayush-mobile/src/screens/account/ChangePhoneScreen.tsx,PASS,Phone Change State,Local State,PASS,CAPTURED_393x852,PENDING,PENDING,PENDING,PASS,FRONTEND_COMPLETE_WEB_CHECKED,IMPLEMENTED_WEB_CHECKED_NATIVE_VALIDATION_PENDING,BLOCKED_BY_ENVIRONMENT,Step 5A change phone number form created with +212 Moroccan format validation.
08-verify-phone-otp-code-fr,309:755,account-verify-phone,mayush-mobile/src/screens/account/AccountVerifyPhoneOtpScreen.tsx,PASS,Phone OTP Verification,Local State,PASS,CAPTURED_393x852,PENDING,PENDING,PENDING,PASS,FRONTEND_COMPLETE_WEB_CHECKED,IMPLEMENTED_WEB_CHECKED_NATIVE_VALIDATION_PENDING,BLOCKED_BY_ENVIRONMENT,Step 5A account phone verification 6-digit OTP screen created with auto-advance.
08-password-changed-success-fr,309:756,password-changed-success,mayush-mobile/src/screens/auth/PasswordChangedSuccessScreen.tsx,PASS,Account Password Success,Local State,PASS,CAPTURED_393x852,PENDING,PENDING,PENDING,PASS,FRONTEND_COMPLETE_WEB_CHECKED,IMPLEMENTED_WEB_CHECKED_NATIVE_VALIDATION_PENDING,BLOCKED_BY_ENVIRONMENT,Step 5A account password changed success screen wired.
08-account-security-overview-fr,309:757,account-security,mayush-mobile/src/screens/account/AccountSecurityScreen.tsx,PASS,Account Security State,Local State,PASS,CAPTURED_393x852,PENDING,PENDING,PENDING,PASS,FRONTEND_COMPLETE_WEB_CHECKED,IMPLEMENTED_WEB_CHECKED_NATIVE_VALIDATION_PENDING,BLOCKED_BY_ENVIRONMENT,Step 5B.1 account security overview screen created with 2FA & sessions cards.
08-security-privacy-full-menu-fr,309:758,security-privacy,mayush-mobile/src/screens/account/SecurityPrivacyMenuScreen.tsx,PASS,Security Privacy Menu,Local State,PASS,CAPTURED_393x852,PENDING,PENDING,PENDING,PASS,FRONTEND_COMPLETE_WEB_CHECKED,IMPLEMENTED_WEB_CHECKED_NATIVE_VALIDATION_PENDING,BLOCKED_BY_ENVIRONMENT,Step 5B.1 security and privacy menu created with navigation options.
08-security-privacy-with-2fa-fr,309:759,security-2fa,mayush-mobile/src/screens/account/TwoFactorAuthScreen.tsx,PASS,2FA State,Local State,PASS,CAPTURED_393x852,PENDING,PENDING,PENDING,PASS,FRONTEND_COMPLETE_WEB_CHECKED,IMPLEMENTED_WEB_CHECKED_NATIVE_VALIDATION_PENDING,BLOCKED_BY_ENVIRONMENT,Step 5B.1 2FA configuration screen created with toggle switch.
08-active-sessions-devices-v2-fr,309:760,active-sessions,mayush-mobile/src/screens/account/ActiveSessionsScreen.tsx,PASS,Active Sessions State,Local State,PASS,CAPTURED_393x852,PENDING,PENDING,PENDING,PASS,FRONTEND_COMPLETE_WEB_CHECKED,IMPLEMENTED_WEB_CHECKED_NATIVE_VALIDATION_PENDING,BLOCKED_BY_ENVIRONMENT,Step 5B.1 active sessions list screen created with current device badge.
08-disconnect-device-confirmation-v2-fr,309:761,disconnect-session,mayush-mobile/src/screens/account/DisconnectSessionModal.tsx,PASS,Disconnect Session State,Local State,PASS,CAPTURED_393x852,PENDING,PENDING,PENDING,PASS,FRONTEND_COMPLETE_WEB_CHECKED,IMPLEMENTED_WEB_CHECKED_NATIVE_VALIDATION_PENDING,BLOCKED_BY_ENVIRONMENT,Step 5B.1 disconnect device modal confirmation dialog created.
08-saved-addresses-list-fr,309:762,my-addresses,mayush-mobile/src/screens/account/MyAddressesListScreen.tsx,PASS,Account Addresses State,Local State,PASS,CAPTURED_393x852,PENDING,PENDING,PENDING,PASS,FRONTEND_COMPLETE_WEB_CHECKED,IMPLEMENTED_WEB_CHECKED_NATIVE_VALIDATION_PENDING,BLOCKED_BY_ENVIRONMENT,Step 5B.2 address list screen with labels and default selection.
08-saved-addresses-v2-fr,309:763,my-addresses-v2,mayush-mobile/src/screens/account/MyAddressesListV2Screen.tsx,PASS,Account Addresses State,Local State,PASS,CAPTURED_393x852,PENDING,PENDING,PENDING,PASS,FRONTEND_COMPLETE_WEB_CHECKED,IMPLEMENTED_WEB_CHECKED_NATIVE_VALIDATION_PENDING,BLOCKED_BY_ENVIRONMENT,Step 5B.2 address list v2 screen with radio selection.
08-add-address-form-v2-fr,309:764,account-add-address,mayush-mobile/src/screens/account/AccountAddAddressV2Screen.tsx,PASS,Account Addresses State,Local State,PASS,CAPTURED_393x852,PENDING,PENDING,PENDING,PASS,FRONTEND_COMPLETE_WEB_CHECKED,IMPLEMENTED_WEB_CHECKED_NATIVE_VALIDATION_PENDING,BLOCKED_BY_ENVIRONMENT,Step 5B.2 add address v2 form reusing checkout validation.
08-add-address-simple-fr,309:765,account-add-address-simple,mayush-mobile/src/screens/account/AccountAddAddressSimpleScreen.tsx,PASS,Account Addresses State,Local State,PASS,CAPTURED_393x852,PENDING,PENDING,PENDING,PASS,FRONTEND_COMPLETE_WEB_CHECKED,IMPLEMENTED_WEB_CHECKED_NATIVE_VALIDATION_PENDING,BLOCKED_BY_ENVIRONMENT,Step 5B.2 simple add address form.
08-edit-address-form-fr,309:766,account-edit-address,mayush-mobile/src/screens/account/AccountEditAddressScreen.tsx,PASS,Account Addresses State,Local State,PASS,CAPTURED_393x852,PENDING,PENDING,PENDING,PASS,FRONTEND_COMPLETE_WEB_CHECKED,IMPLEMENTED_WEB_CHECKED_NATIVE_VALIDATION_PENDING,BLOCKED_BY_ENVIRONMENT,Step 5B.2 edit address form with save update.
08-delete-address-confirmation-fr,309:767,delete-address,mayush-mobile/src/screens/account/DeleteAddressModal.tsx,PASS,Account Addresses State,Local State,PASS,CAPTURED_393x852,PENDING,PENDING,PENDING,PASS,FRONTEND_COMPLETE_WEB_CHECKED,IMPLEMENTED_WEB_CHECKED_NATIVE_VALIDATION_PENDING,BLOCKED_BY_ENVIRONMENT,Step 5B.2 delete address confirmation modal.
08-payment-methods-card-cod-wallet-fr,309:768,payment-methods,mayush-mobile/src/screens/account/PaymentMethodsScreen.tsx,PASS,Account Preferences State,Local State,PASS,CAPTURED_393x852,PENDING,PENDING,PENDING,PASS,FRONTEND_COMPLETE_WEB_CHECKED,IMPLEMENTED_WEB_CHECKED_NATIVE_VALIDATION_PENDING,BLOCKED_BY_ENVIRONMENT,Step 5C payment methods screen with Visa/COD/Wallet fixtures.
08-language-region-preferences-fr,309:769,language-region,mayush-mobile/src/screens/account/LanguageRegionPreferencesScreen.tsx,PASS,Account Preferences State,Local State,PASS,CAPTURED_393x852,PENDING,PENDING,PENDING,PASS,FRONTEND_COMPLETE_WEB_CHECKED,IMPLEMENTED_WEB_CHECKED_NATIVE_VALIDATION_PENDING,BLOCKED_BY_ENVIRONMENT,Step 5C language and region preferences screen.
08-language-selection-3-languages-fr,309:770,language-selection,mayush-mobile/src/screens/account/LanguageSelectionAccountScreen.tsx,PASS,Account Preferences State,Local State,PASS,CAPTURED_393x852,PENDING,PENDING,PENDING,PASS,FRONTEND_COMPLETE_WEB_CHECKED,IMPLEMENTED_WEB_CHECKED_NATIVE_VALIDATION_PENDING,BLOCKED_BY_ENVIRONMENT,Step 5C 3-language selection screen (Français/العربية/English).
08-logout-confirmation-dialog-fr,309:771,logout-confirmation,mayush-mobile/src/screens/account/LogoutConfirmationModal.tsx,PASS,Account Auth State,Local State,PASS,CAPTURED_393x852,PENDING,PENDING,PENDING,PASS,FRONTEND_COMPLETE_WEB_CHECKED,IMPLEMENTED_WEB_CHECKED_NATIVE_VALIDATION_PENDING,BLOCKED_BY_ENVIRONMENT,Step 5C logout confirmation modal with confirm/cancel.
08-marketing-preferences-cart-reminders-fr,309:772,marketing-cart-reminders,mayush-mobile/src/screens/account/MarketingCartRemindersScreen.tsx,PASS,Notification Preferences State,Local State,PASS,CAPTURED_393x852,PENDING,PENDING,PENDING,PASS,FRONTEND_COMPLETE_WEB_CHECKED,IMPLEMENTED_WEB_CHECKED_NATIVE_VALIDATION_PENDING,BLOCKED_BY_ENVIRONMENT,Step 5D.1 marketing cart reminders preferences.
08-marketing-preferences-detailed-fr,309:773,marketing-detailed-preferences,mayush-mobile/src/screens/account/MarketingDetailedPreferencesScreen.tsx,PASS,Notification Preferences State,Local State,PASS,CAPTURED_393x852,PENDING,PENDING,PENDING,PASS,FRONTEND_COMPLETE_WEB_CHECKED,IMPLEMENTED_WEB_CHECKED_NATIVE_VALIDATION_PENDING,BLOCKED_BY_ENVIRONMENT,Step 5D.1 marketing detailed preferences.
08-marketing-preferences-toggles-fr,309:774,marketing-toggles,mayush-mobile/src/screens/account/MarketingTogglesScreen.tsx,PASS,Notification Preferences State,Local State,PASS,CAPTURED_393x852,PENDING,PENDING,PENDING,PASS,FRONTEND_COMPLETE_WEB_CHECKED,IMPLEMENTED_WEB_CHECKED_NATIVE_VALIDATION_PENDING,BLOCKED_BY_ENVIRONMENT,Step 5D.1 marketing toggles (email/SMS/push).
08-notification-management-channels-fr,309:775,notification-channels,mayush-mobile/src/screens/account/NotificationChannelsScreen.tsx,PASS,Notification Preferences State,Local State,PASS,CAPTURED_393x852,PENDING,PENDING,PENDING,PASS,FRONTEND_COMPLETE_WEB_CHECKED,IMPLEMENTED_WEB_CHECKED_NATIVE_VALIDATION_PENDING,BLOCKED_BY_ENVIRONMENT,Step 5D.1 notification management channels.
08-notification-settings-toggles-fr,309:776,notification-settings-toggles,mayush-mobile/src/screens/account/NotificationSettingsTogglesScreen.tsx,PASS,Notification Preferences State,Local State,PASS,CAPTURED_393x852,PENDING,PENDING,PENDING,PASS,FRONTEND_COMPLETE_WEB_CHECKED,IMPLEMENTED_WEB_CHECKED_NATIVE_VALIDATION_PENDING,BLOCKED_BY_ENVIRONMENT,Step 5D.1 notification per-category settings.
08-notification-detail-order-preparation-fr,309:777,notification-detail-prep,mayush-mobile/src/screens/account/NotificationDetailPrepScreen.tsx,PASS,Notification Fixtures State,Local State,PASS,CAPTURED_393x852,PENDING,PENDING,PENDING,PASS,FRONTEND_COMPLETE_WEB_CHECKED,IMPLEMENTED_WEB_CHECKED_NATIVE_VALIDATION_PENDING,BLOCKED_BY_ENVIRONMENT,Step 5D.2 notification detail for order preparation with Order CTA.
08-notification-detail-order-shipped-fr,309:778,notification-detail-shipped,mayush-mobile/src/screens/account/NotificationDetailShippedScreen.tsx,PASS,Notification Fixtures State,Local State,PASS,CAPTURED_393x852,PENDING,PENDING,PENDING,PASS,FRONTEND_COMPLETE_WEB_CHECKED,IMPLEMENTED_WEB_CHECKED_NATIVE_VALIDATION_PENDING,BLOCKED_BY_ENVIRONMENT,Step 5D.2 notification detail for shipped order with tracking CTA.
08-silent-hours-day-selection-fr,309:779,silent-hours-day-selection,mayush-mobile/src/screens/account/SilentHoursDaySelectionScreen.tsx,PASS,Quiet Hours State,Local State,PASS,CAPTURED_393x852,PENDING,PENDING,PENDING,PASS,FRONTEND_COMPLETE_WEB_CHECKED,IMPLEMENTED_WEB_CHECKED_NATIVE_VALIDATION_PENDING,BLOCKED_BY_ENVIRONMENT,Step 5D.2 silent hours day selection with weekday chips.
08-silent-hours-do-not-disturb-fr,309:780,silent-hours-dnd,mayush-mobile/src/screens/account/SilentHoursDoNotDisturbScreen.tsx,PASS,Quiet Hours State,Local State,PASS,CAPTURED_393x852,PENDING,PENDING,PENDING,PASS,FRONTEND_COMPLETE_WEB_CHECKED,IMPLEMENTED_WEB_CHECKED_NATIVE_VALIDATION_PENDING,BLOCKED_BY_ENVIRONMENT,Step 5D.2 do not disturb summary screen with DND toggle and schedule edit.
08-faq-accordion-questions-fr,309:781,faq,mayush-mobile/src/screens/support/FaqAccordionScreen.tsx,PASS,Support State,Local State,PASS,CAPTURED_393x852,PENDING,PENDING,PENDING,PASS,FRONTEND_COMPLETE_WEB_CHECKED,IMPLEMENTED_WEB_CHECKED_NATIVE_VALIDATION_PENDING,BLOCKED_BY_ENVIRONMENT,Step 6A FAQ accordion screen with search and category filtering.
08-faq-detail-expanded-answer-fr,309:782,faq-detail,mayush-mobile/src/screens/support/FaqDetailScreen.tsx,PASS,Support State,Local State,PASS,CAPTURED_393x852,PENDING,PENDING,PENDING,PASS,FRONTEND_COMPLETE_WEB_CHECKED,IMPLEMENTED_WEB_CHECKED_NATIVE_VALIDATION_PENDING,BLOCKED_BY_ENVIRONMENT,Step 6A FAQ detail screen with expanded answer and helpful feedback.
08-faq-tab-categories-fr,309:783,faq-categories,mayush-mobile/src/screens/support/FaqCategoriesScreen.tsx,PASS,Support State,Local State,PASS,CAPTURED_393x852,PENDING,PENDING,PENDING,PASS,FRONTEND_COMPLETE_WEB_CHECKED,IMPLEMENTED_WEB_CHECKED_NATIVE_VALIDATION_PENDING,BLOCKED_BY_ENVIRONMENT,Step 6A FAQ category tabs screen with filtering.
08-help-center-categories-fr,309:784,help-center,mayush-mobile/src/screens/support/HelpCenterCategoriesScreen.tsx,PASS,Support State,Local State,PASS,CAPTURED_393x852,PENDING,PENDING,PENDING,PASS,FRONTEND_COMPLETE_WEB_CHECKED,IMPLEMENTED_WEB_CHECKED_NATIVE_VALIDATION_PENDING,BLOCKED_BY_ENVIRONMENT,Step 6A Help Center categories landing screen with topic shortcuts.
08-help-center-with-recent-requests-fr,309:785,help-center-requests,mayush-mobile/src/screens/support/HelpCenterRequestsScreen.tsx,PASS,Support State,Local State,PASS,CAPTURED_393x852,PENDING,PENDING,PENDING,PASS,FRONTEND_COMPLETE_WEB_CHECKED,IMPLEMENTED_WEB_CHECKED_NATIVE_VALIDATION_PENDING,BLOCKED_BY_ENVIRONMENT,Step 6A Help Center recent support requests screen with status badges.
08-help-support-faq-categories-fr,309:786,help-support,mayush-mobile/src/screens/support/HelpSupportHubScreen.tsx,PASS,Support State,Local State,PASS,CAPTURED_393x852,PENDING,PENDING,PENDING,PASS,FRONTEND_COMPLETE_WEB_CHECKED,IMPLEMENTED_WEB_CHECKED_NATIVE_VALIDATION_PENDING,BLOCKED_BY_ENVIRONMENT,Step 6A Help & Support combined hub screen with contact channels.
08-account-guest-welcome-login-fr,309:787,account,mayush-mobile/src/screens/commerce/AccountScreen.tsx,PASS,Auth State,Local State,PASS,CAPTURED_393x852,PENDING,PENDING,PENDING,PASS,FRONTEND_COMPLETE_WEB_CHECKED,IMPLEMENTED_WEB_CHECKED_NATIVE_VALIDATION_PENDING,BLOCKED_BY_ENVIRONMENT,Step 6B Guest Account state handled natively in AccountScreen with artwork and CTAs.
09-settings-menu-full-list-fr,309:789,settings,mayush-mobile/src/screens/account/SettingsScreen.tsx,PASS,Account Preferences State,Local State,PASS,CAPTURED_393x852,PENDING,PENDING,PENDING,PASS,FRONTEND_COMPLETE_WEB_CHECKED,IMPLEMENTED_WEB_CHECKED_NATIVE_VALIDATION_PENDING,BLOCKED_BY_ENVIRONMENT,Step 6B App Settings Hub screen with sections and preferences routing.
09-about-app-version-info-fr,309:790,about-app,mayush-mobile/src/screens/account/AboutAppVersionScreen.tsx,PASS,App Settings State,Local State,PASS,CAPTURED_393x852,PENDING,PENDING,PENDING,PASS,FRONTEND_COMPLETE_WEB_CHECKED,IMPLEMENTED_WEB_CHECKED_NATIVE_VALIDATION_PENDING,BLOCKED_BY_ENVIRONMENT,Step 6C About App screen displaying version v1.0.0 and build metadata.
09-about-mayush-design-company-fr,309:791,about-mayush,mayush-mobile/src/screens/account/AboutMayushCompanyScreen.tsx,PASS,App Settings State,Local State,PASS,CAPTURED_393x852,PENDING,PENDING,PENDING,PASS,FRONTEND_COMPLETE_WEB_CHECKED,IMPLEMENTED_WEB_CHECKED_NATIVE_VALIDATION_PENDING,BLOCKED_BY_ENVIRONMENT,Step 6C About Mayush company presentation screen with values and website link.
09-accessibility-settings-text-contrast-fr,309:792,accessibility,mayush-mobile/src/screens/account/AccessibilitySettingsScreen.tsx,PASS,App Settings State,Local State,PASS,CAPTURED_393x852,PENDING,PENDING,PENDING,PASS,FRONTEND_COMPLETE_WEB_CHECKED,IMPLEMENTED_WEB_CHECKED_NATIVE_VALIDATION_PENDING,BLOCKED_BY_ENVIRONMENT,Step 6C Accessibility settings screen with text size and high contrast controls.
09-app-permissions-camera-photos-location-fr,309:793,app-permissions,mayush-mobile/src/screens/account/AppPermissionsScreen.tsx,PASS,App Settings State,Local State,PASS,CAPTURED_393x852,PENDING,PENDING,PENDING,PASS,FRONTEND_COMPLETE_WEB_CHECKED,IMPLEMENTED_WEB_CHECKED_NATIVE_VALIDATION_PENDING,BLOCKED_BY_ENVIRONMENT,Step 6C App Permissions management screen for camera, photos, and location.
09-data-usage-image-quality-wifi-cache-fr,309:794,data-usage,mayush-mobile/src/screens/account/DataUsageScreen.tsx,PASS,App Settings State,Local State,PASS,CAPTURED_393x852,PENDING,PENDING,PENDING,PASS,FRONTEND_COMPLETE_WEB_CHECKED,IMPLEMENTED_WEB_CHECKED_NATIVE_VALIDATION_PENDING,BLOCKED_BY_ENVIRONMENT,Step 6D Data Usage preferences screen for image quality and Wi-Fi downloading.
09-storage-cache-management-fr,309:795,storage-cache,mayush-mobile/src/screens/account/StorageCacheScreen.tsx,PASS,Cache State,Local State,PASS,CAPTURED_393x852,PENDING,PENDING,PENDING,PASS,FRONTEND_COMPLETE_WEB_CHECKED,IMPLEMENTED_WEB_CHECKED_NATIVE_VALIDATION_PENDING,BLOCKED_BY_ENVIRONMENT,Step 6D Storage and Cache management screen with breakdown metrics and clear CTA.
09-clear-cache-confirmation-dialog-fr,309:796,clear-cache-dialog,mayush-mobile/src/screens/account/ClearCacheConfirmationModal.tsx,PASS,Cache State,Local State,PASS,CAPTURED_393x852,PENDING,PENDING,PENDING,PASS,FRONTEND_COMPLETE_WEB_CHECKED,IMPLEMENTED_WEB_CHECKED_NATIVE_VALIDATION_PENDING,BLOCKED_BY_ENVIRONMENT,Step 6D Clear Cache confirmation modal protecting durable user state.
09-choose-language-french-arabic-fr,309:797,language-selection,mayush-mobile/src/screens/account/LanguageSelectionAccountScreen.tsx,PASS,Account Preferences State,Local State,PASS,CAPTURED_393x852,PENDING,PENDING,PENDING,PASS,FRONTEND_COMPLETE_WEB_CHECKED,IMPLEMENTED_WEB_CHECKED_NATIVE_VALIDATION_PENDING,BLOCKED_BY_ENVIRONMENT,Step 6E Language selection variant reusing single-source accountPreferencesState.
09-notification-settings-matrix-grid-fr,309:798,notification-settings-toggles,mayush-mobile/src/screens/account/NotificationSettingsTogglesScreen.tsx,PASS,Notification Preferences State,Local State,PASS,CAPTURED_393x852,PENDING,PENDING,PENDING,PASS,FRONTEND_COMPLETE_WEB_CHECKED,IMPLEMENTED_WEB_CHECKED_NATIVE_VALIDATION_PENDING,BLOCKED_BY_ENVIRONMENT,Step 6E Notification matrix grid reusing single-source notificationPreferencesState.
09-marketing-preferences-detailed-fr,309:799,marketing-detailed-preferences,mayush-mobile/src/screens/account/MarketingDetailedPreferencesScreen.tsx,PASS,Notification Preferences State,Local State,PASS,CAPTURED_393x852,PENDING,PENDING,PENDING,PASS,FRONTEND_COMPLETE_WEB_CHECKED,IMPLEMENTED_WEB_CHECKED_NATIVE_VALIDATION_PENDING,BLOCKED_BY_ENVIRONMENT,Step 6E Detailed marketing preferences reusing single-source notificationPreferencesState.
09-silent-hours-day-selection-fr,309:800,silent-hours-day-selection,mayush-mobile/src/screens/account/SilentHoursDaySelectionScreen.tsx,PASS,Notification Preferences State,Local State,PASS,CAPTURED_393x852,PENDING,PENDING,PENDING,PASS,FRONTEND_COMPLETE_WEB_CHECKED,IMPLEMENTED_WEB_CHECKED_NATIVE_VALIDATION_PENDING,BLOCKED_BY_ENVIRONMENT,Step 6E Quiet hours schedule selection reusing single-source notificationPreferencesState.
09-offline-mode-limited-functionality-fr,309:801,offline-mode,mayush-mobile/src/screens/account/OfflineModeScreen.tsx,PASS,App Settings State,Local State,PASS,CAPTURED_393x852,PENDING,PENDING,PENDING,PASS,FRONTEND_COMPLETE_WEB_CHECKED,IMPLEMENTED_WEB_CHECKED_NATIVE_VALIDATION_PENDING,BLOCKED_BY_ENVIRONMENT,Step 6E Offline Mode screen presenting available offline features and network limitations.
09-legal-center-terms-policies-fr,309:802,legal-center,mayush-mobile/src/screens/account/LegalCenterScreen.tsx,PASS,Legal Content,Local State,PASS,CAPTURED_393x852,PENDING,PENDING,PENDING,PASS,FRONTEND_COMPLETE_WEB_CHECKED,IMPLEMENTED_WEB_CHECKED_NATIVE_VALIDATION_PENDING,BLOCKED_BY_ENVIRONMENT,Step 6F Legal Center landing screen presenting terms of service, policies, and legal notices.
09-privacy-data-policies-delete-account-fr,309:803,privacy-data,mayush-mobile/src/screens/account/PrivacyDataManagementScreen.tsx,PASS,Auth State,Local State,PASS,CAPTURED_393x852,PENDING,PENDING,PENDING,PASS,FRONTEND_COMPLETE_WEB_CHECKED,IMPLEMENTED_WEB_CHECKED_NATIVE_VALIDATION_PENDING,BLOCKED_BY_ENVIRONMENT,Step 6F Privacy & Data management screen with Law 09-08 information, data export action, and account deletion warning UI.
09-privacy-policy-full-document-fr,309:804,privacy-policy,mayush-mobile/src/screens/account/PrivacyPolicyDocumentScreen.tsx,PASS,Legal Content,Local State,PASS,CAPTURED_393x852,PENDING,PENDING,PENDING,PASS,FRONTEND_COMPLETE_WEB_CHECKED,IMPLEMENTED_WEB_CHECKED_NATIVE_VALIDATION_PENDING,BLOCKED_BY_ENVIRONMENT,Step 6F Long-form Privacy Policy document screen presenting structured legal sections under Moroccan law.
